  -41.170  -63.000  -40.920  -62.330  -40.580  -62.250  -40.330  -62.420DAT  225
  -39.830  -62.170  -39.500  -62.000  -39.170  -62.330  -38.750  -62.250DAT  226
  -39.000  -62.000  -39.000  -61.250  -38.920  -60.500  -38.830  -60.000DAT  227
  -38.750  -59.330  -38.580  -58.670  -38.420  -58.170  -38.170  -57.580DAT  228
  -37.750  -57.420  -37.330  -57.000  -36.830  -56.670  -36.330  -56.750DAT  229
  -36.250  -57.170  -35.830  -57.420  -35.330  -57.170  -35.000  -57.500DAT  230
  -34.670  -58.330  -34.330  -58.500  -34.000  -58.330  -34.420  -57.830DAT  231
  -34.420  -57.170  -34.670  -56.830  -34.830  -56.250  -34.750  -55.670DAT  232
  -34.830  -55.000  -34.750  -54.500  -34.500  -54.000  -34.170  -53.580DAT  233
  -33.830  -53.500  -33.500  -53.000  -33.000  -52.580  -32.500  -52.420DAT  234
  -32.170  -52.000  -31.830  -51.500  -31.500  -51.000  -31.000  -50.670DAT  235
  -30.500  -50.330  -30.000  -50.170  -29.500  -49.830  -29.000  -49.420DAT  236
  -28.670  -49.000  -28.500  -48.750  -28.000  -48.580  -27.500  -48.500DAT  237
  -27.000  -48.580  -26.330  -48.580  -25.830  -48.580  -25.420  -48.170DAT  238
  -25.000  -47.750  -24.580  -47.250  -24.170  -46.830  -24.000  -46.330DAT  239
  -23.670  -45.750  -23.830  -45.420  -23.330  -45.000  -23.330  -44.500DAT  240
  -23.000  -44.670  -22.920  -44.000  -23.000  -43.500  -23.000  -43.000DAT  241
  -22.920  -42.500  -22.920  -42.000  -22.500  -42.000  -22.250  -41.500DAT  242
  -22.000  -41.000  -21.500  -41.000                                    DAT  243
 198                  6.500  -21.500  -34.750  -57.670  -21.500  -41.000DAT  244
  -21.000  -40.830  -20.500  -40.330  -20.000  -40.170  -19.500  -39.670DAT  245
  -19.000  -39.580  -18.500  -39.580  -18.000  -39.500  -17.670  -39.170DAT  246
  -17.170  -39.170  -16.580  -39.080  -16.000  -38.920  -15.500  -39.000DAT  247
  -15.000  -39.000  -14.500  -39.080  -14.000  -39.000  -13.330  -38.920DAT  248
  -13.000  -38.420  -12.580  -38.000  -12.000  -37.580  -11.500  -37.330DAT  249
  -11.000  -37.000  -10.750  -36.750  -10.420  -36.250  -10.000  -36.000DAT  250
   -9.580  -35.580   -9.170  -35.330   -8.670  -35.080   -8.170  -34.830DAT  251
   -7.500  -34.750   -7.000  -34.830   -6.420  -35.000   -5.830  -35.170DAT  252
   -5.250  -35.420   -5.080  -36.000   -5.170  -36.500   -5.080  -37.000DAT  253
   -4.750  -37.330   -4.500  -37.830   -4.170  -38.170   -3.830  -38.500DAT  254
